Position,artists,track_name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,viral_on_tiktok
10179,major lazer,my number,1,0.0,119,0,222289,222289,Нет
10180,lost kings,first love,1,0.0,152,0,222281,222281,Нет
10181,lil pump,foreign,1,0.0,171,0,222020,222020,Нет
10182,daddy yankee,que tire pa lante,1,0.0,173,0,221988,221988,Нет
10183,pop smoke,showin off pt.2,1,0.0,174,0,221961,221961,Нет
10184,childish gambino,39.28,1,0.0,168,0,221937,221937,Нет
10185,linkin park,invisible,1,0.0,168,0,221860,221860,Нет
10186,huddy,all the things i hate about you,1,0.0,199,0,221778,221778,Нет
10187,cordae,the parables,1,0.0,200,0,221728,221728,Нет
10188,youngboy never broke again,overdose,1,0.0,195,0,221704,221704,Нет
10189,t,pain  wake up dead,1,0.0,174,0,221608,221608,Нет
10190,sam smith,life support,3,0.0,136,0,79418,221414,Нет
10191,a$ap mob,get the bag,1,0.0,168,0,221410,221410,Нет
10192,lil tecca,caution,1,0.0,195,0,221397,221397,Нет
10193,youngboy never broke again,reaper's child,1,0.0,197,0,220993,220993,Нет
10194,dean lewis,7 minutes,1,0.0,192,0,220967,220967,Нет
10195,usher,bad habits,1,0.0,198,0,220820,220820,Нет
10196,macklemore & ryan lewis,can't hold us,1,0.0,132,0,220602,220602,Нет
10197,louis the child,big love,1,0.0,196,0,220561,220561,Нет
10198,kodak black,i wish,1,0.0,192,0,220316,220316,Нет
10199,yo gotti,pose,1,0.0,169,0,220204,220204,Нет
10200,tate mcrae,lie to me,1,0.0,191,0,220155,220155,Нет
10201,mac miller,nike's on my feet,1,0.0,190,0,220097,220097,Нет
10202,joji,will he,1,0.0,172,0,219860,219860,Нет
10203,tomorrow x together,antiromantic,1,0.0,158,0,219824,219824,Нет
10204,gucci mane,dickriders,1,0.0,193,0,219806,219806,Нет
10205,blackbear,hell is where i dreamt of u and woke up alone,1,0.0,149,0,219769,219769,Нет
10206,david bowie,china girl  2002 remastered version,2,0.0,139,0,121747,219547,Нет
10207,gorillaz,the apprentice,1,0.0,165,0,219537,219537,Нет
10208,youngboy never broke again,i choose you,1,0.0,178,0,219530,219530,Нет
10209,luke bryan,way way back,2,0.0,95,0,124189,219430,Нет
10210,kodak black,remember the times,1,0.0,175,0,218975,218975,Нет
10211,tyga,mrs. bubblegum,1,0.0,199,0,218891,218891,Нет
10212,belly,4 days,1,0.0,181,0,218772,218772,Нет
10213,meek mill,that's my n****,1,0.0,195,0,218726,218726,Нет
10214,snow patrol,chasing cars,2,0.0,141,0,150108,218648,Нет
10215,francis and the lights,just for us,1,0.0,146,0,218632,218632,Нет
10216,ellie nelson,what you never knew,1,0.0,183,0,218459,218459,Нет
10217,doja cat,rules,1,0.0,182,0,218402,218402,Да
10218,foo fighters,run,1,0.0,144,0,218218,218218,Нет
10219,logic,pretty young girl,1,0.0,189,0,218197,218197,Нет
10220,paulo londra,adan y eva,1,0.0,191,0,218187,218187,Нет
10221,ryan adams,all you had to do was stay,2,0.0,121,0,114046,218063,Нет
10222,beck,up all night,1,0.0,161,0,218038,218038,Нет
10223,walk the moon,one foot,1,0.0,162,0,217921,217921,Нет
10224,melanie martinez,orange juice,1,0.0,195,0,217879,217879,Нет
10225,kacey musgraves,space cowboy,1,0.0,193,0,217799,217799,Нет
10226,ty dolla $ign,freak,1,0.0,200,0,217637,217637,Нет
10227,soundgarden,the day i tried to live,1,0.0,142,0,217549,217549,Нет
10228,marshmello,down,1,0.0,196,0,217353,217353,Нет
10229,the beatles,penny lane  remastered 2009,2,0.0,168,0,131087,217246,Нет
10230,x ambassadors,ahead of myself,1,0.0,173,0,216781,216781,Нет
10231,logic,white people  scene,2,0.0,159,0,121276,216531,Нет
10232,fiona apple,rack of his,1,0.0,193,0,216462,216462,Нет
10233,young thug,up,1,0.0,185,0,216386,216386,Нет
10234,5 seconds of summer,moving along,1,0.0,190,0,216356,216356,Нет
10235,lil yachty,dirty mouth,1,0.0,173,0,216319,216319,Нет
10236,majid jordan,gave your love away,1,0.0,164,0,216310,216310,Нет
10237,miley cyrus,week without you,1,0.0,171,0,216198,216198,Нет
10238,wiz khalifa,bammer,1,0.0,176,0,216182,216182,Нет
10239,6ix9ine,mooky,1,0.0,179,0,216181,216181,Нет
10240,mf doom,rhymes like dimes,1,0.0,191,0,216148,216148,Нет
10241,lil xan,moonlight,1,0.0,172,0,216065,216065,Нет
10242,jid,slick talk,1,0.0,188,0,216057,216057,Нет
10243,onerepublic,lift me up  michael brun remix,1,0.0,145,0,216012,216012,Нет
10244,coldplay,fun,2,0.0,163,0,116308,215964,Нет
10245,banks,better,2,0.0,143,0,114658,215877,Нет
10246,travis scott,piss on your grave,2,0.0,117,0,128822,215810,Нет
10247,baby tate,i am,1,0.0,186,0,215575,215575,Нет
10248,robin thicke,blurred lines,4,0.0,172,0,70116,215521,Нет
10249,chris jedi,ahora dice  real hasta la muerte remix,1,0.0,185,0,215496,215496,Нет
10250,the jackson 5,abc,2,0.0,186,0,148380,215423,Нет
10251,vic mensa,reverse (ft. geazy),1,0.0,198,0,215385,215385,Нет
10252,tory lanez,i sip,1,0.0,165,0,215233,215233,Нет
10253,bo burnham,bezos ii,1,0.0,197,0,215220,215220,Нет
10254,nf,10 feet down,1,0.0,180,0,215199,215199,Нет
10255,the strumbellas,spirits,2,0.0,185,0,114073,215135,Нет
10256,migos,"my family  from ""the addams family""",1,0.0,170,0,215102,215102,Нет
10257,the strokes,at the door,1,0.0,178,0,215098,215098,Нет
10258,chris young,at the end of a bar,1,0.0,199,0,215065,215065,Нет
10259,the killers,run for cover,1,0.0,130,0,214874,214874,Нет
10260,halsey,alone (feat. big sean & stefflon don),1,0.0,192,0,214867,214867,Нет
10261,future,tic tac,1,0.0,175,0,214675,214675,Нет
10262,t,pain  textin' my ex,1,0.0,165,0,214450,214450,Нет
10263,bebe rexha,ferrari,1,0.0,189,0,214446,214446,Нет
10264,joey bada$$,super predator,1,0.0,161,0,214307,214307,Нет
10265,jimmy buffett,margaritaville,1,0.0,184,0,214227,214227,Нет
10266,soundgarden,rusty cage,1,0.0,147,0,214197,214197,Нет
10267,of monsters and men,wolves without teeth,2,0.0,77,0,132549,214113,Нет
10268,nebu kiniza,can't deny,1,0.0,178,0,214098,214098,Нет
10269,chris brown,only 4 me,1,0.0,177,0,213998,213998,Нет
10270,vance joy,saturday sun,1,0.0,182,0,213905,213905,Нет
10271,tomorrow x together,0x1=lovesong (i know i love you),1,0.0,173,0,213864,213864,Нет
10272,kelly clarkson,christmas eve  recorded at spotify studios nyc,1,0.0,184,0,213432,213432,Нет
10273,young thug,liger,1,0.0,170,0,213185,213185,Нет
10274,soft cell,tainted love,1,0.0,174,0,212994,212994,Нет
10275,future,heart in pieces,1,0.0,183,0,212905,212905,Нет
10276,britney spears,...baby one more time,2,0.0,165,0,129901,212135,Да
10277,rich brian,crisis,1,0.0,170,0,211810,211810,Нет
10278,gorillaz,aries,1,0.0,184,0,211580,211580,Нет
10279,leslie odom jr.,guns and ships,1,0.0,197,0,211525,211525,Нет
10280,chvrches,clearest blue,2,0.0,131,0,111195,211276,Нет
10281,donyay,not at all,1,0.0,177,0,211238,211238,Нет
10282,lil uzi vert,glock in my purse,1,0.0,186,0,211114,211114,Нет
10283,a$ap mob,black card,1,0.0,177,0,210981,210981,Нет
10284,linkin park,don't stay,1,0.0,181,0,210971,210971,Нет
10285,fall out boy,twin skeleton's (hotel in nyc),3,0.0,127,0,76701,210941,Нет
10286,chris cornell,the promise,1,0.0,151,0,210932,210932,Нет
10287,brandon shinin,big bros,1,0.0,185,0,210772,210772,Нет
10288,james arthur,empty space,1,0.0,199,0,210712,210712,Нет
10289,ozuna,tu olor,1,0.0,189,0,210683,210683,Нет
10290,bazzi,why,1,0.0,196,0,210681,210681,Нет
10291,chvrches,my enemy,1,0.0,190,0,210655,210655,Нет
10292,misterwives,hurricane,3,0.0,141,0,73702,210457,Нет
10293,linkin park,my december,1,0.0,182,0,210395,210395,Нет
10294,the strokes,why are sunday's so depressing,1,0.0,188,0,210216,210216,Нет
10295,lil peep,better off  dying,1,0.0,176,0,210121,210121,Нет
10296,tory lanez,adidas,1,0.0,189,0,210116,210116,Нет
10297,moguai,hold on,2,0.0,117,0,114261,210063,Нет
10298,galantis,true feeling,1,0.0,135,0,210034,210034,Нет
10299,bring me the horizon,follow you,2,0.0,113,0,122176,209908,Нет
10300,lord huron,ancient names (part i),1,0.0,198,0,209737,209737,Нет
10301,rita ora,only want you,1,0.0,200,0,209574,209574,Нет
10302,wiz khalifa,figure it out,1,0.0,174,0,209491,209491,Нет
10303,coldplay,a head full of dreams,2,0.0,161,0,106675,209486,Нет
10304,joey bada$$,y u don't love me? (miss amerikkka),1,0.0,169,0,209447,209447,Нет
10305,snakehips,either way,1,0.0,135,0,209400,209400,Нет
10306,thomas rhett,when you look like that,1,0.0,166,0,209331,209331,Нет
10307,young dolph,drippy,1,0.0,182,0,209249,209249,Нет
10308,pixelbobby,sunset,1,0.0,200,0,209231,209231,Нет
10309,lady gaga,telephone,1,0.0,123,0,209089,209089,Нет
10310,the beatles,love me do  remastered 2009,2,0.0,129,0,112213,208950,Нет
10311,whethan,high (& dua lipa),1,0.0,186,0,208875,208875,Нет
10312,vance joy,take your time,1,0.0,195,0,208582,208582,Нет
10313,a,trak  believe,1,0.0,184,0,208471,208471,Нет
10314,jorja smith,be honest,1,0.0,197,0,208456,208456,Нет
10315,dj khaled,pull a caper,1,0.0,149,0,208425,208425,Нет
10316,brantley gilbert,bottoms up,3,0.0,93,0,84317,208376,Нет
10317,gorillaz,sex murder party,1,0.0,179,0,208350,208350,Нет
10318,magic!,rude  zedd remix,3,0.0,182,0,74855,208346,Нет
10319,thomas rhett,drink a little beer,1,0.0,167,0,208332,208332,Нет
10320,bee gees,stayin' alive,1,0.0,146,0,208158,208158,Нет
10321,thirty seconds to mars,love is madness,1,0.0,184,0,207930,207930,Нет
10322,nick jonas,find you,1,0.0,171,0,207636,207636,Нет
10323,troye sivan,for him.,2,0.0,164,0,113116,207455,Нет
10324,ryan adams,i wish you would,2,0.0,137,0,107538,206969,Нет
10325,galantis,girls on boys,1,0.0,177,0,206875,206875,Нет
10326,bryson tiller,always (outro),1,0.0,178,0,206737,206737,Нет
10327,temple of the dog,hunger strike,1,0.0,155,0,206703,206703,Нет
10328,nicole atkins,blue christmas,2,0.0,67,0,140965,206676,Нет
10329,gorillaz,feel good inc,2,0.0,124,0,127325,206466,Нет
10330,the weeknd,house of balloons / glass table girls,1,0.0,184,0,206448,206448,Нет
10331,kesha,bastards,1,0.0,142,0,206166,206166,Нет
10332,machine gun kelly,go for broke,1,0.0,176,0,206134,206134,Нет
10333,lana del rey,when the world was at war we kept dancing,1,0.0,189,0,206050,206050,Нет
10334,niall horan,flicker,1,0.0,187,0,206042,206042,Нет
10335,kelsea ballerini,end of the world,1,0.0,192,0,205964,205964,Нет
10336,jordan davis,slow dance in a parking lot,1,0.0,195,0,205925,205925,Нет
10337,seaside resort,seaside resort,1,0.0,180,0,205159,205159,Нет
10338,childish gambino,47.48,1,0.0,195,0,205026,205026,Нет
10339,hudson thames,how i want ya,2,0.0,144,0,105089,204901,Нет
10340,mike will made,it  on the come up,1,0.0,147,0,204571,204571,Нет
10341,r3hab,the wave,1,0.0,197,0,204249,204249,Нет
10342,ajr,burn the house down,1,0.0,199,0,203986,203986,Нет
10343,ed sheeran,shape of you  galantis remix,1,0.0,147,0,203894,203894,Нет
10344,slicktor victor,kings & queens,1,0.0,170,0,203833,203833,Нет
10345,stevie nicks,edge of seventeen  2016 remaster,1,0.0,199,0,203762,203762,Нет
10346,christina perri,a thousand years,1,0.0,151,0,203729,203729,Нет
10347,the beatles,help!  remastered 2009,2,0.0,122,0,114478,203659,Нет
10348,kaash paige,love songs  bonus,1,0.0,199,0,203656,203656,Нет
10349,dj diddy,monopoly,1,0.0,185,0,203457,203457,Нет
10350,lil yachty,dn freestyle,1,0.0,185,0,203395,203395,Нет
10351,the chainsmokers,closer  shaun frank remix,1,0.0,109,0,203148,203148,Нет
10352,zara larsson,so good,1,0.0,144,0,203074,203074,Нет
10353,migos,tshirt (spotify mix)  recorded at spotify studios nyc,1,0.0,149,0,203015,203015,Нет
10354,joseph yap,lucid dreams,1,0.0,187,0,202894,202894,Нет
10355,noah schnacky,hello beautiful,1,0.0,197,0,202775,202775,Нет
10356,a$ap mob,byf,1,0.0,186,0,202681,202681,Нет
10357,dj khaled,(intro) i'm so grateful,1,0.0,157,0,202417,202417,Нет
10358,t,pain  buy u a drank (shawty snappin'),1,0.0,178,0,202387,202387,Нет
10359,she & him,the christmas waltz,2,0.0,136,0,133777,202319,Нет
10360,djds,why don't you come on,1,0.0,183,0,202109,202109,Нет
10361,pentatonix,sleigh ride,3,0.0,158,0,76603,201895,Нет
10362,fletcher,war paint (young bombs remix),2,0.0,167,0,102526,201778,Нет
10363,dj khaled,good man,1,0.0,160,0,201641,201641,Нет
10364,metallica,hardwired,1,0.0,104,0,201546,201546,Нет
10365,blackbear,gucci linen,1,0.0,187,0,201479,201479,Нет
10366,g,eazy  some kind of drug  earwulf remix,1,0.0,116,0,201429,201429,Нет
10367,a$ap mob,fybr (first year being rich),1,0.0,189,0,201300,201300,Нет
10368,kygo,fragile,2,0.0,168,0,107987,201225,Нет
10369,paramore,fake happy,1,0.0,181,0,201017,201017,Нет
10370,carlie hanson,only one,1,0.0,195,0,200958,200958,Нет
10371,at wendys,twitter fingers,1,0.0,176,0,200679,200679,Нет
10372,soundgarden,outshined,1,0.0,159,0,200229,200229,Нет
10373,joey bada$$,paper trail$,3,0.0,143,0,69455,199913,Нет
10374,alt,j  deadcrush,1,0.0,166,0,199521,199521,Нет
10375,børns,god save our young blood,1,0.0,172,0,199295,199295,Нет
10376,tory lanez,hate to say,1,0.0,179,0,199065,199065,Нет
10377,blvckengineer,how they move,1,0.0,167,0,198767,198767,Нет
10378,james blunt,you're beautiful,2,0.0,154,0,125598,198737,Нет
10379,young thug,tomorrow til infinity,1,0.0,170,0,198545,198545,Нет
10380,lanco,born to love you,1,0.0,198,0,198508,198508,Нет
10381,a boogie wit da hoodie,unhappy,1,0.0,193,0,198392,198392,Нет
10382,calum scott,you are the reason,1,0.0,196,0,198073,198073,Нет
10383,meek mill,heavy heart,1,0.0,198,0,197641,197641,Нет
10384,wiz khalifa,weed farm,1,0.0,194,0,197458,197458,Нет
10385,farruko,krippy kush  remix,1,0.0,161,0,197352,197352,Нет
10386,the all,american rejects  sweat,1,0.0,155,0,197269,197269,Нет
10387,nav,both sides,1,0.0,157,0,197220,197220,Нет
10388,miley cyrus,rainbowland,1,0.0,196,0,196788,196788,Нет
10389,bradley cooper,maybe it's time,1,0.0,196,0,196709,196709,Нет
10390,blvckengineer,in tune,1,0.0,175,0,196227,196227,Нет
10391,carly rae jepsen,cut to the feeling,1,0.0,196,0,195483,195483,Нет
10392,mariah carey,infinity,2,0.0,107,0,100747,195349,Нет
10393,bebe rexha,(not) the one,1,0.0,153,0,195340,195340,Нет
10394,jason french,you just want my money,3,0.0,144,0,75261,194991,Нет
10395,kygo,never let you go,1,0.0,191,0,194867,194867,Нет
10396,bebe rexha,that's it,1,0.0,149,0,194798,194798,Нет
10397,sofi tukker,best friend,1,0.0,187,0,194761,194761,Нет
10398,dexys midnight runners,come on eileen,1,0.0,156,0,194508,194508,Нет
10399,miley cyrus,bad mood,1,0.0,199,0,194345,194345,Нет
10400,trey songz,come over,1,0.0,175,0,194268,194268,Нет
10401,kid cudi,releaser,1,0.0,162,0,194263,194263,Нет
10402,kiiara,wishlist,1,0.0,193,0,194082,194082,Нет
10403,thomas rhett,sweetheart,1,0.0,189,0,194062,194062,Нет
10404,miguel,face the sun,2,0.0,107,0,117255,194009,Нет
10405,taylor swift,out of the woods,1,0.0,178,0,193688,193688,Нет
10406,taylor swift,love story  us album version,1,0.0,179,0,193521,193521,Нет
10407,blueface,thotiana (remix feat. yg),1,0.0,199,0,193326,193326,Нет
10408,prxxy,blood moon,1,0.0,189,0,193097,193097,Нет
10409,dnce,kissing strangers,1,0.0,187,0,193053,193053,Нет
10410,stevie nicks,stop draggin' my heart around,1,0.0,194,0,192684,192684,Нет
10411,bhad bhabie,hi bich,1,0.0,196,0,192643,192643,Нет
10412,axwell /\ ingrosso,i love you,1,0.0,158,0,192635,192635,Нет
10413,lady gaga,just dance,1,0.0,136,0,192331,192331,Нет
10414,francis and the lights,may i have this dance (remix),1,0.0,174,0,192041,192041,Нет
10415,hazers,changes,1,0.0,153,0,191964,191964,Нет
10416,audioslave,cochise,1,0.0,174,0,191917,191917,Нет
10417,alesso,is that for me,1,0.0,196,0,191911,191911,Нет
10418,katy perry,teenage dream,2,0.0,59,0,117150,191875,Нет
10419,blake shelton,i'll name the dogs,1,0.0,192,0,191450,191450,Нет
10420,selena gomez,body heat,2,0.0,150,0,107580,190902,Нет
10421,thomas rhett,smooth like the summer,1,0.0,195,0,190755,190755,Нет
10422,beck,unforgiven,2,0.0,103,0,99572,190595,Нет
10423,nathaniel rateliff & the night sweats,s.o.b.,2,0.0,134,0,101938,190374,Нет
10424,pnb rock,issues,1,0.0,198,0,190114,190114,Нет
10425,mike posner,be as you are  jordanxl remix,1,0.0,109,0,189990,189990,Нет
10426,chvrches,never ending circles,2,0.0,116,0,110575,189913,Нет
10427,joey bada$$,babylon,1,0.0,195,0,189272,189272,Нет
10428,florence + the machine,ship to wreck,2,0.0,146,0,97106,189258,Нет
10429,foster the people,sit next to me,1,0.0,163,0,189016,189016,Нет
10430,rac,back of the car,2,0.0,121,0,103137,188939,Нет
10431,life of dillon,sex for breakfast,1,0.0,153,0,188319,188319,Нет
10432,gucci mane,bling blaww burr,1,0.0,120,0,188167,188167,Нет
10433,taylor swift,welcome to new york,1,0.0,189,0,188111,188111,Нет
10434,dj snake,talk,1,0.0,117,0,187482,187482,Нет
10435,vanessa carlton,a thousand miles,2,0.0,181,0,122299,187404,Нет
10436,nelly,ride wit me,2,0.0,128,0,103004,187303,Нет
10437,dj khaled,that range rover came with steps,1,0.0,183,0,187244,187244,Нет
10438,train,drops of jupiter,2,0.0,177,0,129401,187042,Нет
10439,calvin harris,pray to god,3,0.0,121,0,68166,187038,Нет
10440,dj khaled,whatever,1,0.0,185,0,186905,186905,Нет
10441,destiny's child,8 days of christmas  live,1,0.0,155,0,186816,186816,Нет
10442,missy elliott,lose control,2,0.0,73,0,101130,186777,Нет
10443,trouble,come thru,1,0.0,200,0,186686,186686,Нет
10444,soleima,low life,1,0.0,196,0,186533,186533,Нет
10445,halsey,hopeless,1,0.0,187,0,186486,186486,Нет
10446,red hot chili peppers,goodbye angels,1,0.0,112,0,186187,186187,Нет
10447,becky g,break a sweat,2,0.0,167,0,98646,185868,Нет
10448,lil wayne,in this house,1,0.0,199,0,185481,185481,Нет
10449,cashmere cat,love incredible,1,0.0,192,0,185281,185281,Нет
10450,tove styrke,mistakes,1,0.0,200,0,185163,185163,Нет
10451,the game,don't trip,2,0.0,182,0,96764,184783,Нет
10452,alicia keys,blended family (what you do for love),1,0.0,116,0,184751,184751,Нет
10453,john mayer,emoji of a wave,1,0.0,195,0,184660,184660,Нет
10454,taylor swift,i knew you were trouble,1,0.0,196,0,184439,184439,Нет
10455,ben howard,only love,1,0.0,188,0,184436,184436,Нет
10456,dua lipa,blow your mind (mwah),1,0.0,118,0,184355,184355,Нет
10457,desiigner,liife,1,0.0,178,0,184284,184284,Нет
10458,yellow claw,good day,1,0.0,196,0,184274,184274,Нет
10459,paul simon,you can call me al,1,0.0,125,0,183728,183728,Нет
10460,foals,what went down,2,0.0,114,0,108301,183519,Нет
10461,kid cudi,all in,1,0.0,172,0,182659,182659,Нет
10462,coldplay,a l i e n s,1,0.0,178,0,182656,182656,Нет
10463,ryan adams,how you get the girl,2,0.0,163,0,96250,182613,Нет
10464,robin schulz,ok,1,0.0,191,0,182154,182154,Нет
10465,john mayer,still feel like your man,1,0.0,199,0,182028,182028,Нет
10466,echosmith,goodbye,1,0.0,177,0,181913,181913,Нет
10467,travis scott,pornography,2,0.0,163,0,101165,181662,Нет
10468,kygo,for what it's worth,1,0.0,121,0,181618,181618,Нет
10469,afrojack,gone,1,0.0,125,0,181536,181536,Нет
10470,ludacris,rollout (my business),2,0.0,168,0,93867,181528,Нет
10471,weezer,feels like summer,1,0.0,173,0,181269,181269,Нет
